resultID,raceID,driverID,constructorID,qualifyID,FinalPosition,RacePoints,FastestLap,TotalLaps
20081,835,526,110,,15,0,0,130
20082,835,520,157,,16,0,0,128
20083,835,653,116,,17,0,0,128
20084,835,732,113,,18,0,0,128
20085,835,771,113,,19,0,0,127
20086,835,677,105,,20,0,0,126
20087,835,659,113,,21,0,0,125
20088,835,796,158,,22,0,0,123
20089,835,797,159,,23,0,0,123
20090,835,509,160,,24,0,0,122
20091,835,731,105,,0,0,0,112
20092,835,729,162,,0,0,0,111
20093,835,798,161,,0,0,0,108
20094,835,615,113,,0,0,0,64
20095,835,799,113,,0,0,0,52
20096,835,611,113,,0,0,0,42
20097,835,529,150,,0,0,0,30
20098,835,537,107,,0,0,0,25
20099,835,630,113,,0,0,0,10
20100,836,642,51,,1,9,0,42
20101,836,786,51,,2,6,0,42
20102,836,627,154,,3,4,0,41
20103,836,669,105,,4,3,0,40
20104,836,697,105,,5,2,0,40
20105,836,640,105,,6,0,0,40
20106,836,800,105,,7,0,0,39
20107,836,501,154,,8,0,0,39
20108,836,589,105,,9,0,0,39
20109,836,660,154,,10,0,0,38
20110,836,780,105,,11,0,0,35
20111,836,579,51,,0,0,0,32
20112,836,741,154,,0,0,0,25
20113,836,789,154,,0,0,0,19
20114,836,793,6,,0,0,0,19
20115,836,633,6,,0,0,0,9
20116,836,647,6,,0,0,0,4
20117,836,704,154,,0,0,0,0
20118,837,579,51,,1,8,0,35
20119,837,786,51,,2,6,0,35
20120,837,627,154,,3,4,0,35
20121,837,642,51,,4,4,0,35
20122,837,647,6,,5,2,0,34
20123,837,633,6,,6,0,0,33
20124,837,773,154,,7,0,0,33
20125,837,660,154,,8,0,0,22
20126,837,785,126,,9,0,0,30
20127,837,780,105,,10,0,0,29
20128,837,774,154,,0,0,0,22
20129,837,793,154,,0,0,0,20
20130,837,741,154,,0,0,0,15
20131,837,704,154,,0,0,0,2
20132,838,579,51,,1,9,0,64
20133,838,786,51,,2,6,0,64
20134,838,687,6,,3,4,0,61
20135,838,626,141,,4,3,0,61
20136,838,741,154,,5,1,0,59
20137,838,801,154,,6,0,0,56
20138,838,642,51,,7,0,0,55
20139,838,704,154,,8,0,0,52
20140,838,773,154,,0,0,0,36
20141,838,697,105,,0,0,0,14
20142,838,660,154,,0,0,0,11
20143,838,627,154,,0,0,0,10
20144,838,686,105,,0,0,0,9
20145,838,762,105,,0,0,0,6
20146,838,589,105,,0,0,0,6
20147,838,784,105,,0,0,0,5
20148,838,793,154,,0,0,0,4
20149,838,498,105,,0,0,0,3
20150,839,642,51,,1,8,0,80
20151,839,802,6,,2,3,0,80
20152,839,786,51,,3,4,0,80
20153,839,627,154,,4,3,0,75
20154,839,741,154,,5,2,0,75
20155,839,640,105,,6,0,0,72
20156,839,687,6,,7,0,0,72
20157,839,747,105,,0,0,0,56
20158,839,787,151,,0,0,0,51
20159,839,793,154,,0,0,0,48
20160,839,764,154,,0,0,0,42
20161,839,762,105,,0,0,0,39
20162,839,641,51,,0,0,0,34
20163,839,773,154,,0,0,0,29
20164,839,579,51,,0,1,0,23
20165,839,660,154,,0,0,0,22
20166,839,647,6,,0,0,0,21
20167,839,791,6,,0,0,0,17
20168,839,765,154,,0,0,0,16
20169,839,740,105,,0,0,0,15
20170,839,427,141,,0,0,0,13
20171,839,589,105,,0,0,0,13
20172,839,763,51,,0,0,0,11
20173,839,626,141,,0,0,0,7
20174,839,669,105,,0,0,0,1
20175,839,756,105,,0,0,0,0
20176,839,697,163,,0,0,0,0
20177,833,788,105,,10,0,0,64
20178,833,666,151,,0,0,0,5
20179,835,529,113,,5,1,0,136
20180,835,803,161,,0,0,0,108
20181,838,774,154,,5,1,0,59
20182,838,627,154,,6,0,0,56
20183,839,647,6,,2,3,0,80
20184,839,579,51,,0,0,0,34
20185,826,675,113,,3,2,0,200
20186,828,579,51,,1,5,0,77
20187,828,498,6,,2,3,0,77
20188,828,786,51,,11,0,0,55
20189,831,642,51,,3,3,0,79
20190,817,642,6,,0,0,0,51
20191,820,721,6,,11,0,0,66
20192,820,501,105,,0,0,0,34
20193,823,759,105,,9,0,0,83
20194,808,501,128,,7,0,0,91
20195,809,518,113,,3,2,0,200
20196,809,555,113,,4,1.5,0,200
20197,809,513,113,,7,0,0,200
20198,809,521,114,,9,0,0,196
20199,809,520,114,,9,0,0,196
20200,809,702,113,,12,0,0,190
20201,809,509,113,,15,0,0,177
20202,809,612,113,,16,0,0,177
20203,809,630,113,,16,0,0,177
20204,809,804,113,,17,0,0,176
20205,809,512,113,,0,0,0,166
20206,809,797,113,,0,0,0,166
20207,809,521,113,,0,0,0,107
20208,809,612,113,,0,0,0,107
20209,810,498,105,,3,2,0,89
20210,811,579,105,,0,0,0,35
20211,814,633,6,,8,0,0,17
20212,814,647,6,,0,1,0,15
20213,815,697,105,,4,1.5,0,64
20214,815,579,105,,0,0,0,29
20215,816,577,105,,7,0,0,76
20216,800,518,113,,4,1.5,0,200
20217,800,659,113,,8,0,0,200
20218,800,593,113,,11,0,0,200
20219,800,611,113,,11,0,0,200
20220,800,612,113,,11,0,0,200
20221,800,653,113,,11,0,0,200
20222,800,654,114,,12,0,0,199
20223,800,613,113,,15,0,0,196
20224,800,799,113,,15,0,0,196
20225,800,529,113,,15,0,0,196
20226,800,702,129,,18,0,0,193
20227,800,730,113,,19,0,0,193
20228,800,653,113,,0,0,0,191
20229,800,509,113,,0,0,0,191
20230,800,513,135,,0,0,0,172
20231,800,613,113,,0,0,0,168
20232,800,612,138,,0,0,0,165
20233,800,556,138,,0,0,0,165
20234,800,702,134,,0,0,0,165
20235,800,559,113,,0,0,0,110
20236,800,805,139,,0,0,0,104
20237,800,730,134,,0,0,0,101
20238,801,578,6,,4,1.5,0,35
20239,803,541,105,,0,0,0,44
20240,803,647,105,,0,0,0,40
20241,804,578,6,,2,3,0,22
20242,806,498,6,,3,3,0,78
20243,807,638,105,,0,0,0,57
20244,792,642,6,,2,2,0,96
20245,792,427,6,,2,2,0,96
20246,792,427,6,,3,1.33,0,94
20247,792,620,6,,3,1.33,0,94
20248,792,648,131,,4,1,0,94
20249,792,475,131,,4,1,0,94
20250,792,554,105,,6,0,0,88
20251,792,644,105,,7,0,0,83
20252,792,501,105,,7,0,0,83
20253,792,554,105,,0,0,0,54
20254,792,577,105,,0,0,0,54
20255,792,501,105,,0,0,0,54
20256,792,496,105,,0,0,0,54
20257,792,633,132,,0,0,0,35
20258,793,607,105,,3,2,0,99
20259,793,632,6,,8,0,0,86
20260,793,554,105,,0,0,0,86
20261,794,555,113,,2,3,0,200
20262,794,519,113,,5,1,0,200
20263,795,554,105,,5,1,0,35
20264,797,608,6,,6,0,0,87
20265,797,501,118,,9,0,0,72
20266,797,661,125,,0,0,0,19
20267,784,579,6,,1,5,0,98
20268,784,583,105,,4,1.5,0,92
20269,784,806,105,,6,0,0,88
20270,785,579,6,,2,4,0,100
20271,785,608,6,,4,1.5,0,99
20272,785,429,128,,6,0,0,88
20273,786,532,113,,0,0,0,160
20274,787,475,105,,3,3,0,36
20275,788,475,105,,5,1,0,59
20276,788,501,118,,10,0,0,56
20277,789,581,6,,2,3,0,100
20278,789,606,6,,10,0,0,92
20281,791,579,6,,2,3,0,50
20282,791,608,6,,8,0,0,46
20283,791,554,105,,0,0,0,42
20284,791,347,105,,0,0,0,7
20285,776,498,6,,5,1,0,98
20286,776,581,6,,6,0,0,98
20287,776,476,6,,6,0,0,98
20288,777,578,6,,0,0,0,95
20289,777,501,105,,0,0,0,64
20290,779,356,87,,7,0,0,68
20291,780,475,118,,1,5,0,90
20292,780,581,6,,4,0,0,88
20293,780,479,118,,0,0,0,51
20294,783,501,105,,5,1,0,84
20295,783,638,105,,11,0,0,72
20296,770,479,118,,0,0,0,35
20297,774,566,105,,4,0,0,69
22372,746,475,170,,3,0,0,80
20299,742,486,102,,0,0,0,56
20300,728,373,172,,1,9,0,85
20301,728,364,34,,2,6,0,85
20302,728,289,66,,3,4,0,84
20303,728,360,170,,4,3,0,84
20304,728,385,6,,5,2,0,84
20305,728,347,170,,6,1,0,83
20306,728,408,170,,7,0,0,82
20307,728,401,172,,8,0,0,81
20308,728,340,170,,9,0,0,80
20309,728,430,95,,10,0,0,79
20310,728,411,89,,11,0,0,78
20311,728,409,167,,12,0,0,77
20312,728,356,34,,13,0,0,70
20313,728,412,180,,14,0,0,66
20314,728,362,51,,0,0,0,53
20315,728,407,34,,0,0,0,49
20316,728,341,6,,0,0,0,43
20317,728,386,66,,0,0,0,43
20318,728,413,172,,0,0,0,3
20319,728,368,89,,0,0,0,2
20320,728,310,176,,0,0,0,0
20321,728,410,172,,0,0,0,0
20322,728,305,26,,0,0,0,0
20323,337,4,6,3328,1,25,01:58.3,49
20324,337,13,6,3327,2,18,01:59.7,49
20325,337,1,1,3329,3,15,01:59.6,49
20326,337,20,9,3326,4,12,02:00.2,49
20327,337,3,131,3330,5,10,02:00.2,49
20328,337,30,131,3332,6,8,02:00.2,49
20329,337,18,1,3333,7,6,02:00.0,49
20330,337,17,9,3331,8,4,01:59.5,49
20331,337,24,10,3337,9,2,01:59.9,49
20332,337,22,3,3336,10,1,01:59.8,49
20333,337,9,4,3334,11,0,02:00.5,49
20334,337,16,10,3335,12,0,01:59.4,49
20335,337,153,5,3343,13,0,02:00.0,49
20336,337,807,3,3338,14,0,02:01.4,48
20337,337,5,205,3346,15,0,02:02.7,47
20338,337,67,5,3340,16,0,02:00.1,46
20339,337,15,205,3345,17,0,02:02.9,46
20340,337,37,15,3339,0,0,02:01.7,28
20341,337,811,164,3348,0,0,02:09.1,17
20342,337,10,166,3344,0,0,02:07.1,16
20343,337,808,4,3342,0,0,02:04.3,13
20344,337,155,15,3341,0,0,02:05.0,11
20345,337,810,166,3347,0,0,02:09.4,2
20346,337,812,164,3349,0,0,0,1
20347,338,18,1,3353,1,25,01:29.3,58
20348,338,9,4,3358,2,18,01:29.6,58
20349,338,13,6,3354,3,15,01:29.5,58
20350,338,4,6,3352,4,12,01:29.7,58
20351,338,3,131,3355,5,10,01:28.5,58
20352,338,1,1,3360,6,8,01:28.5,58
20353,338,24,10,3362,7,6,01:29.7,58
20354,338,22,3,3357,8,4,01:29.2,58
20355,338,17,9,3351,9,2,01:28.4,58
20356,338,30,131,3356,10,1,01:29.2,58
20357,338,153,5,3366,11,0,01:29.7,58
20358,338,37,15,3363,12,0,01:30.6,58
20359,338,5,205,3368,13,0,01:33.6,56
20360,338,812,164,3373,14,0,01:35.0,53
20361,338,10,166,3370,0,0,01:34.2,41
20362,338,810,166,3371,0,0,01:36.6,26
20363,338,20,9,3350,0,0,01:31.6,25
20364,338,16,10,3359,0,0,01:43.2,9
20365,338,808,4,3367,0,0,01:43.1,9
20366,338,811,164,3372,0,0,02:27.3,4
20367,338,67,5,3361,0,0,0,0
20368,338,807,3,3364,0,0,0,0
20369,338,155,15,3365,0,0,0,0
20370,338,15,205,3369,0,0,0,0
20371,339,20,9,3376,1,25,01:37.8,56
20372,339,17,9,3374,2,18,01:37.1,56
20373,339,3,131,3375,3,15,01:38.1,56
20374,339,9,4,3379,4,12,01:38.1,56
20375,339,16,10,3377,5,10,01:38.2,56
20376,339,1,1,3393,6,8,01:37.7,56
20377,339,13,6,3394,7,6,01:37.8,56
20378,339,18,1,3390,8,4,01:38.5,56
20379,339,153,5,3387,9,2,01:39.5,56
20380,339,807,3,3378,10,1,01:39.1,56
20381,339,67,5,3386,11,0,01:37.6,56
20382,339,22,3,3380,12,0,01:39.4,55
20383,339,4,6,3392,13,0,01:37.2,54
20384,339,810,166,3397,14,0,01:43.2,53
20385,339,812,164,3395,15,0,01:44.8,53
20386,339,811,164,3396,16,0,01:45.3,52
20387,339,15,205,3391,17,0,01:43.8,51
20388,339,5,205,3388,0,0,01:42.7,46
20389,339,808,4,3384,0,0,01:40.7,32
20390,339,24,10,3383,0,0,01:42.6,12
20391,339,30,131,3381,0,0,01:42.1,9
20392,339,155,15,3382,0,0,01:43.3,8
20393,339,10,166,3389,0,0,01:46.4,2
20394,339,37,15,3385,0,0,0,0
20395,340,18,1,3402,1,25,01:42.9,56
20396,340,1,1,3403,2,18,01:42.1,56
20397,340,3,131,3401,3,15,01:43.2,56
20398,340,4,6,3400,4,12,01:44.1,56
20399,340,9,4,3405,5,10,01:43.6,56
20400,340,20,9,3398,6,8,01:42.4,56
20401,340,808,4,3411,7,6,01:43.8,56
20402,340,17,9,3399,8,4,01:42.6,56
20403,340,13,6,3404,9,2,01:44.6,56
20404,340,30,131,3406,10,1,01:44.3,56
20405,340,16,10,3407,11,0,01:44.4,56
20406,340,22,3,3408,12,0,01:45.6,56
20407,340,153,5,3409,13,0,01:43.8,56
20408,340,5,205,3418,14,0,01:47.1,55
20409,340,807,3,3413,15,0,01:44.5,55
20410,340,811,164,3420,16,0,01:48.2,54
20411,340,812,164,3421,17,0,01:48.8,52
20412,340,15,205,3417,0,0,01:49.7,26
20413,340,810,166,3419,0,0,01:53.2,8
20414,340,37,15,3414,0,0,01:47.7,7
20415,340,67,5,3410,0,0,0,0
20416,340,155,15,3412,0,0,0,0
20417,340,24,10,3415,0,0,0,0
20418,340,10,166,3416,0,0,0,0
20419,341,17,9,3422,1,25,01:24.8,66
20420,341,4,6,3425,2,18,01:24.8,66
20421,341,20,9,3423,3,15,01:25.2,66
20422,341,30,131,3427,4,12,01:25.5,66
20423,341,18,1,3426,5,10,01:25.2,66
20424,341,13,6,3430,6,8,01:25.5,66
20425,341,16,10,3432,7,6,01:25.8,66
20426,341,9,4,3428,8,4,01:25.5,66
20427,341,22,3,3439,9,2,01:25.7,65
20428,341,153,5,3437,10,1,01:25.7,65
20429,341,808,4,3435,11,0,01:25.5,65
20430,341,155,15,3431,12,0,01:26.1,65
20431,341,3,131,3429,13,0,01:25.5,65
20432,341,1,1,3424,14,0,01:24.4,64
20433,341,24,10,3438,15,0,01:25.9,64
20434,341,807,3,3434,16,0,01:26.9,64
20435,341,15,205,3440,17,0,01:29.6,63
20436,341,10,166,3442,18,0,01:29.8,63
20437,341,810,166,3443,19,0,01:29.9,62
20438,341,67,5,3436,0,0,01:26.7,42
20439,341,812,164,3444,0,0,01:32.0,27
20440,341,37,15,3433,0,0,01:30.4,18
20441,341,811,164,3445,0,0,0,0
20442,341,5,205,3441,0,0,0,0
20443,342,17,9,3446,1,25,01:15.3,78
20444,342,20,9,3448,2,18,01:15.2,78
20445,342,9,4,3447,3,15,01:15.4,78
20446,342,13,6,3449,4,12,01:15.5,78
20447,342,1,1,3450,5,10,01:16.2,78
20448,342,4,6,3469,6,8,01:15.9,78
20449,342,3,131,3451,7,6,01:16.0,78
20450,342,16,10,3457,8,4,01:16.0,78
20451,342,24,10,3455,9,2,01:16.1,78
20452,342,67,5,3458,10,1,01:16.5,78
20453,342,153,5,3462,11,0,01:16.4,78
20454,342,30,131,3452,12,0,01:15.6,78
20455,342,808,4,3459,13,0,01:16.4,73
20456,342,812,164,3468,14,0,01:19.6,70
20457,342,15,205,3464,15,0,01:19.3,70
20458,342,5,205,3463,0,0,01:18.4,58
20459,342,811,164,3467,0,0,01:20.1,58
20460,342,22,3,3454,0,0,01:19.1,30
20461,342,155,15,3461,0,0,01:18.8,26
20462,342,810,166,3466,0,0,01:22.3,25
20463,342,10,166,3465,0,0,01:20.8,22
20464,342,37,15,3460,0,0,01:19.3,21
20465,342,18,1,3453,0,0,02:14.3,2
20466,342,807,3,3456,0,0,0,0
20467,343,1,1,3471,1,25,01:30.1,58
20468,343,18,1,3473,2,18,01:29.9,58
20469,343,17,9,3470,3,15,01:29.2,58
20470,343,30,131,3474,4,12,01:29.8,58
20471,343,3,131,3475,5,10,01:30.0,58
20472,343,9,4,3476,6,8,01:29.6,58
20473,343,13,6,3477,7,6,01:30.0,58
20474,343,4,6,3481,8,4,01:30.0,58
20475,343,16,10,3480,9,2,01:30.0,58
20476,343,155,15,3479,10,1,01:30.9,58
20477,343,37,15,3482,11,0,01:30.4,58
20478,343,153,5,3485,12,0,01:29.5,58
20479,343,24,10,3487,13,0,01:31.4,57
20480,343,22,3,3484,14,0,01:30.9,57
20481,343,808,4,3478,15,0,01:29.2,57
20482,343,67,5,3483,16,0,01:29.6,57
20483,343,807,3,3486,17,0,01:30.6,57
20484,343,10,166,3490,18,0,01:32.3,55
20485,343,810,166,3492,19,0,01:33.3,55
20486,343,812,164,3493,20,0,01:34.6,52
20487,343,811,164,3491,0,0,01:34.2,46
20488,343,20,9,3472,0,0,01:30.2,39
20489,343,5,205,3489,0,0,01:34.4,33
20490,343,15,205,3488,0,0,01:34.5,32
20491,344,1,1,3494,1,25,01:17.8,70
20492,344,18,1,3498,2,18,01:18.1,70
20493,344,4,6,3497,3,15,01:18.2,70
20494,344,20,9,3496,4,12,01:18.4,70
20495,344,17,9,3495,5,10,01:18.1,70
20496,344,3,131,3503,6,8,01:17.8,70
20497,344,9,4,3501,7,6,01:17.0,70
20498,344,67,5,3508,8,4,01:19.8,69
20499,344,24,10,3499,9,2,01:19.3,69
20500,344,16,10,3502,10,1,01:19.5,69
20501,344,30,131,3506,11,0,01:19.6,69
20502,344,153,5,3509,12,0,01:19.8,69
20503,344,807,3,3505,13,0,01:18.9,69
20504,344,22,3,3504,14,0,01:19.2,69
20505,344,13,6,3500,15,0,01:18.3,69
20506,344,5,205,3512,16,0,01:20.7,68
20507,344,808,4,3507,17,0,01:19.5,68
20508,344,812,164,3517,18,0,01:21.9,66
20509,344,810,166,3516,19,0,01:21.9,65
20510,344,10,166,3514,0,0,01:21.7,55
20511,344,15,205,3513,0,0,01:20.8,47
20512,344,37,15,3510,0,0,01:20.6,31
20513,344,811,164,3515,0,0,01:24.5,14
20514,344,155,15,3511,0,0,0,1
20515,345,20,9,3518,1,25,01:39.1,57
20516,345,1,1,3520,2,18,01:39.2,57
20517,345,18,1,3524,3,15,01:38.8,57
20518,345,22,3,3526,4,12,01:39.5,57
20519,345,9,4,3523,5,10,01:39.5,57
20520,345,16,10,3530,6,8,01:39.8,57
20521,345,155,15,3535,7,6,01:39.5,57
20522,345,4,6,3521,8,4,01:39.9,57
20523,345,67,5,3528,9,2,01:40.1,57
20524,345,3,131,3529,10,1,01:39.9,57
20525,345,13,6,3522,11,0,01:40.2,57
20526,345,37,15,3533,12,0,01:40.4,57
20527,345,153,5,3534,13,0,01:40.3,57
20528,345,808,4,3527,14,0,01:40.1,57
20529,345,30,131,3532,15,0,01:39.0,57
20530,345,24,10,3531,16,0,01:40.3,57
20531,345,810,166,3538,17,0,01:42.4,56
20532,345,812,164,3540,18,0,01:43.8,55
20533,345,10,166,3539,19,0,01:42.3,55
20534,345,811,164,3541,20,0,01:42.9,55
20535,345,15,205,3536,21,0,01:41.8,53
20536,345,807,3,3525,0,0,01:40.8,49
20537,345,5,205,3537,0,0,01:46.1,8
20538,345,17,9,3519,0,0,01:44.1,8
20539,346,17,9,3543,1,25,01:32.4,52
20540,346,1,1,3545,2,18,01:32.8,52
20541,346,3,131,3546,3,15,01:33.0,52
20542,346,18,1,3555,4,12,01:33.0,52
20543,346,22,3,3549,5,10,01:33.6,52
20544,346,155,15,3553,6,8,01:33.6,52
20545,346,20,9,3542,7,6,01:32.0,52
20546,346,16,10,3552,8,4,01:34.3,52
20547,346,30,131,3551,9,2,01:34.2,52
20548,346,807,3,3554,10,1,01:34.0,52
20549,346,24,10,3556,11,0,01:34.0,52
20550,346,67,5,3558,12,0,01:33.0,52
20551,346,808,4,3557,13,0,01:32.5,52
20552,346,4,6,3544,14,0,01:30.9,52
20553,346,13,6,3548,15,0,01:31.6,52
20554,346,15,205,3562,16,0,01:36.5,51
20555,346,5,205,3560,17,0,01:36.3,51
20556,346,10,166,3561,18,0,01:36.4,50
20557,346,812,164,3564,19,0,01:38.8,50
20558,346,29,164,3565,20,0,01:38.3,50
20559,346,153,5,3559,0,0,01:33.7,44
20560,346,37,15,3550,0,0,01:35.9,29
20561,346,9,4,3547,0,0,01:36.8,19
20562,346,810,166,3563,0,0,01:40.6,9
20563,347,4,6,3567,1,25,01:15.9,67
20564,347,13,6,3568,2,18,01:16.1,67
20565,347,20,9,3566,3,15,01:15.8,67
20566,347,1,1,3571,4,12,01:16.5,67
20567,347,18,1,3570,5,10,01:16.5,67
20568,347,17,9,3569,6,8,01:16.7,67
20569,347,9,4,3572,7,6,01:17.2,66
20570,347,3,131,3574,8,4,01:16.6,66
20571,347,30,131,3576,9,2,01:17.1,66
20572,347,808,4,3578,10,1,01:17.2,66
20573,347,155,15,3577,11,0,01:17.1,66
20574,347,22,3,3573,12,0,01:17.0,66
20575,347,807,3,3575,13,0,01:16.8,66
20576,347,37,15,3580,14,0,01:16.5,66
20577,347,153,5,3581,15,0,01:17.0,66
20578,347,24,10,3587,16,0,01:16.6,65
20579,347,16,10,3579,17,0,01:16.7,65
20580,347,10,166,3585,18,0,01:18.2,64
20581,347,811,164,3586,19,0,01:20.9,63
20582,347,5,205,3584,0,0,01:20.7,56
20583,347,810,166,3589,0,0,01:20.7,50
20584,347,29,164,3588,0,0,01:23.5,19
20585,347,15,205,3583,0,0,02:14.5,3
20586,347,67,5,3582,0,0,0,1
20587,348,17,9,3591,1,25,01:22.7,70
20588,348,4,6,3592,2,18,01:23.2,70
20589,348,20,9,3590,3,15,01:22.4,70
20590,348,13,6,3593,4,12,01:23.3,70
20591,348,808,4,3596,5,10,01:23.8,70
20592,348,807,3,3599,6,8,01:24.2,70
20593,348,37,15,3598,7,6,01:24.3,69
20594,348,18,1,3600,8,4,01:24.2,69
20595,348,155,15,3607,9,2,01:24.3,69
20596,348,22,3,3601,10,1,01:22.8,69
20597,348,30,131,3603,11,0,01:25.4,69
20598,348,67,5,3604,12,0,01:25.4,69
20599,348,24,10,3605,13,0,01:25.4,69
20600,348,5,205,3609,14,0,01:27.5,67
20601,348,15,205,3610,15,0,01:27.4,67
20602,348,10,166,3608,16,0,01:27.7,67
20603,348,811,164,3612,17,0,01:28.1,67
20604,348,810,166,3611,18,0,01:27.3,66
20605,348,29,164,3613,19,0,01:29.3,66
20606,348,1,1,3594,0,0,01:26.3,23
20607,348,9,4,3597,0,0,01:26.8,23
20608,348,3,131,3595,0,0,01:28.0,15
20609,348,16,10,3602,0,0,01:28.2,15
20610,348,153,5,3606,0,0,0,1
20611,349,1,1,3615,1,25,01:49.1,44
20612,349,17,9,3614,2,18,01:49.4,44
20613,349,9,4,3616,3,15,01:49.8,44
20614,349,13,6,3619,4,12,01:50.1,44
20615,349,16,10,3621,5,10,01:50.5,44
20616,349,3,131,3625,6,8,01:51.7,44
20617,349,30,131,3624,7,6,01:51.9,44
20618,349,155,15,3632,8,4,01:51.7,44
20619,349,808,4,3637,9,2,01:51.2,44
20620,349,24,10,3627,10,1,01:52.3,44
20621,349,37,15,3635,11,0,01:52.5,44
20622,349,67,5,3628,12,0,01:53.0,44
20623,349,153,5,3626,13,0,01:51.6,44
20624,349,807,3,3622,14,0,01:51.9,43
20625,349,20,9,3617,15,0,01:50.9,43
20626,349,5,205,3629,16,0,01:55.8,43
20627,349,810,166,3636,17,0,01:55.7,43
20628,349,10,166,3630,18,0,01:55.3,43
20629,349,15,205,3631,19,0,01:55.1,43
20630,349,29,164,3634,20,0,01:55.5,42
20631,349,4,6,3623,0,0,01:51.4,37
20632,349,18,1,3618,0,0,01:52.9,15
20633,349,811,164,3633,0,0,02:20.2,5
20634,349,22,3,3620,0,0,0,0
20635,350,4,6,3638,1,25,01:24.1,53
20636,350,18,1,3639,2,18,01:24.6,53
20637,350,13,6,3640,3,15,01:24.6,53
20638,350,20,9,3643,4,12,01:24.5,53
20639,350,3,131,3644,5,10,01:24.5,53
20640,350,17,9,3641,6,8,01:24.3,53
20641,350,807,3,3645,7,6,01:24.6,53
20642,350,9,4,3646,8,4,01:24.6,53
20643,350,30,131,3649,9,2,01:24.9,53
20644,350,22,3,3647,10,1,01:25.2,53
20645,350,67,5,3651,11,0,01:25.2,53
20646,350,24,10,3657,12,0,01:25.1,53
20647,350,808,4,3652,13,0,01:24.6,53
20648,350,37,15,3654,14,0,01:26.3,52
20649,350,153,5,3653,15,0,01:25.5,52
20650,350,16,10,3648,16,0,01:24.9,52
20651,350,10,166,3658,17,0,01:27.8,51
20652,350,5,205,3656,18,0,01:27.8,51
20653,350,29,164,3661,19,0,01:28.9,51
20654,350,810,166,3659,20,0,01:28.2,50
20655,350,15,205,3655,0,0,01:29.0,46
20656,350,811,164,3660,0,0,01:30.9,11
20657,350,1,1,3642,0,0,0,0
20658,350,155,15,3650,0,0,0,0
20659,351,4,6,3662,1,25,01:48.0,61
20660,351,20,9,3663,2,18,01:48.1,61
20661,351,17,9,3666,3,15,01:49.7,61
20662,351,18,1,3665,4,12,01:49.7,61
20663,351,3,131,3668,5,10,01:50.1,61
20664,351,22,3,3667,6,8,01:50.3,61
20665,351,9,4,3669,7,6,01:49.3,61
20666,351,13,6,3685,8,4,01:52.1,61
20667,351,16,10,3677,9,2,01:52.5,61
20668,351,807,3,3673,10,1,01:52.2,61
20669,351,808,4,3674,11,0,01:51.9,60
20670,351,153,5,3672,12,0,01:52.3,60
20671,351,30,131,3670,13,0,01:49.7,60
20672,351,67,5,3675,14,0,01:49.7,60
20673,351,810,166,3681,15,0,01:52.5,59
20674,351,5,205,3680,16,0,01:53.1,58
20675,351,10,166,3679,0,0,01:53.6,49
20676,351,2,15,3676,0,0,01:52.5,36
20677,351,1,1,3664,0,0,01:50.7,35
20678,351,32,164,3683,0,0,01:57.8,31
20679,351,155,15,3671,0,0,01:54.0,30
20680,351,811,164,3684,0,0,01:58.0,29
20681,351,15,205,3682,0,0,01:56.4,27
20682,351,24,10,3678,0,0,0,1
20683,352,20,9,3686,1,25,01:33.7,53
20684,352,17,9,3687,2,18,01:33.5,53
20685,352,4,6,3690,3,15,01:33.8,53
20686,352,18,1,3691,4,12,01:33.5,53
20687,352,1,1,3688,5,10,01:35.2,53
20688,352,30,131,3695,6,8,01:34.9,53
20689,352,155,15,3699,7,6,01:34.5,53
20690,352,2,15,3696,8,4,01:35.5,53
20691,352,22,3,3693,9,2,01:35.6,53
20692,352,67,5,3703,10,1,01:35.1,53
20693,352,153,5,3701,11,0,01:34.4,52
20694,352,5,205,3705,12,0,01:37.6,52
20695,352,15,205,3704,13,0,01:39.7,51
20696,352,10,166,3707,14,0,01:39.8,51
20697,352,811,164,3708,15,0,01:40.3,51
20698,352,29,164,3709,16,0,01:39.8,50
20699,352,3,131,3692,0,0,01:36.1,47
20700,352,16,10,3700,0,0,01:36.3,44
20701,352,9,4,3689,0,0,02:41.4,2
20702,352,807,3,3694,0,0,0,0
20703,352,13,6,3697,0,0,0,0
20704,352,808,4,3698,0,0,0,0
20705,352,24,10,3702,0,0,0,0
20706,352,810,166,3706,0,0,0,0
20707,353,4,6,3712,1,25,01:50.3,55
20708,353,1,1,3713,2,18,01:50.4,55
20709,353,13,6,3715,3,15,01:50.5,55
20710,353,30,131,3718,4,12,01:51.8,55
20711,353,9,4,3717,5,10,01:51.6,55
20712,353,24,10,3727,6,8,01:51.4,55
20713,353,22,3,3719,7,6,01:51.6,55
20714,353,155,15,3721,8,4,01:53.1,55
20715,353,2,15,3722,9,2,01:53.3,55
20716,353,807,3,3720,10,1,01:52.0,55
20717,353,153,5,3725,11,0,01:52.0,55
20718,353,18,1,3716,12,0,01:52.2,55
20719,353,5,205,3730,13,0,01:55.0,54
20720,353,811,164,3733,14,0,01:59.3,53
20721,353,29,164,3732,15,0,01:58.3,53
20722,353,16,10,3723,0,0,01:52.6,46
20723,353,20,9,3710,0,0,01:50.4,45
20724,353,808,4,3724,0,0,01:53.0,39
20725,353,10,166,3729,0,0,01:58.1,31
20726,353,67,5,3726,0,0,01:56.8,30
