resultID,raceID,driverID,constructorID,qualifyID,FinalPosition,RacePoints,FastestLap,TotalLaps
4401,224,69,28,,0,0,0,0
4402,224,85,28,,0,0,0,0
4403,225,71,3,2049,1,10,0,71
4404,225,55,22,2053,2,6,0,71
4405,225,30,6,2052,3,4,0,70
4406,225,57,1,2055,4,3,0,70
4407,225,63,25,2059,5,2,0,70
4408,225,44,27,2063,6,1,0,70
4409,225,56,6,2058,7,0,0,70
4410,225,64,27,2070,8,0,0,69
4411,225,79,25,2064,9,0,0,69
4412,225,83,18,2066,10,0,0,68
4413,225,69,28,2067,11,0,0,67
4414,225,84,17,2054,12,0,0,64
4415,225,22,17,2050,0,0,0,59
4416,225,49,15,2057,0,0,0,36
4417,225,14,1,2062,0,0,0,29
4418,225,65,15,2060,0,0,0,28
4419,225,35,3,2051,0,0,0,26
4420,225,77,22,2056,0,0,0,26
4421,225,85,28,2068,0,0,0,26
4422,225,73,29,2065,0,0,0,24
4423,225,50,29,2061,0,0,0,19
4424,225,58,18,2069,0,0,0,0
4425,226,71,3,2071,1,10,0,72
4426,226,35,3,2073,2,6,0,72
4427,226,55,22,2074,3,4,0,72
4428,226,22,17,2076,4,3,0,72
4429,226,56,6,2080,5,2,0,72
4430,226,50,29,2077,6,1,0,72
4431,226,14,1,2079,7,0,0,72
4432,226,44,27,2082,8,0,0,72
4433,226,65,15,2087,9,0,0,71
4434,226,85,28,2092,10,0,0,69
4435,226,77,22,2075,0,0,0,56
4436,226,30,6,2072,0,0,0,46
4437,226,83,18,2089,0,0,0,39
4438,226,63,25,2086,0,0,0,36
4439,226,84,17,2085,0,0,0,34
4440,226,58,18,2084,0,0,0,33
4441,226,49,15,2081,0,0,0,32
4442,226,64,27,2088,0,0,0,29
4443,226,79,25,2083,0,0,0,28
4444,226,73,29,2090,0,0,0,24
4445,226,69,28,2091,0,0,0,24
4446,226,57,1,2078,0,0,0,19
4447,227,35,3,2094,1,10,0,67
4448,227,30,6,2095,2,6,0,67
4449,227,14,1,2098,3,4,0,67
4450,227,71,3,2093,4,3,0,67
4451,227,22,17,2097,5,2,0,67
4452,227,84,17,2103,6,1,0,67
4453,227,65,15,2104,7,0,0,67
4454,227,57,1,2101,8,0,0,67
4455,227,77,22,2100,9,0,0,67
4456,227,64,27,2109,10,0,0,66
4457,227,73,29,2112,11,0,0,65
4458,227,83,18,2111,12,0,0,65
4459,227,21,18,2110,13,0,0,65
4460,227,63,25,2106,0,0,0,66
4461,227,79,25,2108,0,0,0,65
4462,227,49,15,2102,0,0,0,59
4463,227,50,29,2105,0,0,0,38
4464,227,44,27,2107,0,0,0,6
4465,227,56,6,2099,0,0,0,6
4466,227,55,22,2096,0,0,0,1
4467,227,85,28,,0,0,0,0
4468,227,69,28,,0,0,0,0
4469,228,71,3,2114,1,10,0,63
4470,228,30,6,2113,2,6,0,63
4471,228,77,22,2119,3,4,0,63
4472,228,56,6,2118,4,3,0,63
4473,228,22,17,2121,5,2,0,63
4474,228,55,22,2117,6,1,0,62
4475,228,64,27,2129,7,0,0,62
4476,228,57,1,2123,8,0,0,61
4477,228,83,18,2130,9,0,0,61
4478,228,69,28,2133,10,0,0,59
4479,228,35,3,2115,11,0,0,57
4480,228,44,27,2125,0,0,0,54
4481,228,79,25,2128,0,0,0,45
4482,228,14,1,2116,0,0,0,44
4483,228,73,29,2132,0,0,0,40
4484,228,50,29,2126,0,0,0,38
4485,228,84,17,9034,0,0,0,36
4486,228,49,15,2122,0,0,0,32
4487,228,21,18,2131,0,0,0,30
4488,228,65,15,2127,0,0,0,25
4489,228,63,25,2120,0,0,0,23
4490,228,85,28,9035,0,0,0,0
4491,229,44,27,2147,1,10,0,75
4492,229,14,1,2138,2,6,0,75
4493,229,65,15,2146,3,4,0,75
4494,229,49,15,2142,4,3,0,74
4495,229,63,25,2144,5,2,0,70
4496,229,57,1,2141,6,1,0,70
4497,229,56,6,2140,7,0,0,68
4498,229,35,3,2143,0,0,0,66
4499,229,55,22,2136,0,0,0,60
4500,229,69,28,2154,0,0,0,60
4501,229,71,3,2135,0,0,0,40
4502,229,84,17,2149,0,0,0,30
4503,229,77,22,2137,0,0,0,9
4504,229,64,27,2150,0,0,0,5
4505,229,73,29,2153,0,0,0,3
4506,229,79,25,2148,0,0,0,2
4507,229,30,6,2134,0,0,0,0
4508,229,22,17,2139,0,0,0,0
4509,229,83,18,2152,0,0,0,0
4510,229,21,18,2151,0,0,0,0
4511,229,50,29,2145,0,0,0,0
4512,229,85,28,2155,0,0,0,0
4513,230,30,6,2158,1,10,0,65
4514,230,55,22,2159,2,6,0,65
4515,230,35,3,2157,3,4,0,65
4516,230,49,15,2166,4,3,0,64
4517,230,57,1,2165,5,2,0,64
4518,230,64,27,2172,6,1,0,63
4519,230,50,29,2168,0,0,0,47
4520,230,22,17,2162,0,0,0,45
4521,230,77,22,2160,0,0,0,44
4522,230,65,15,2164,0,0,0,20
4523,230,84,17,2170,0,0,0,17
4524,230,63,25,2167,0,0,0,16
4525,230,71,3,2156,0,0,0,10
4526,230,79,25,2171,0,0,0,8
4527,230,56,6,2161,0,0,0,1
4528,230,44,27,2163,0,0,0,1
4529,230,21,18,2174,0,0,0,1
4530,230,14,1,2169,0,0,0,0
4531,230,73,29,2175,0,0,0,0
4532,230,83,18,2173,0,0,0,0
4533,230,69,28,,0,0,0,0
4534,230,85,28,,0,0,0,0
4535,231,71,3,,1,10,0,69
4536,231,35,3,,2,6,0,69
4537,231,55,22,,3,4,0,69
4538,231,14,1,,4,3,0,69
4539,231,57,1,,5,2,0,68
4540,231,84,17,,6,1,0,68
4541,231,65,15,,7,0,0,68
4542,231,21,18,,8,0,0,67
4543,231,83,18,,0,0,0,44
4544,231,69,28,,0,0,0,44
4545,231,77,22,,0,0,0,42
4546,231,30,6,,0,0,0,41
4547,231,44,27,,0,0,0,39
4548,231,63,25,,0,0,0,39
4549,231,64,27,,0,0,0,38
4550,231,22,17,,0,0,0,22
4551,231,85,28,,0,0,0,22
4552,231,49,15,,0,0,0,19
4553,231,50,29,,0,0,0,10
4554,231,73,29,,0,0,0,6
4555,231,79,25,,0,0,0,6
4556,231,56,6,,0,0,0,1
4557,232,71,3,,1,10,0,72
4558,232,35,3,,2,6,0,72
4559,232,55,22,,3,4,0,72
4560,232,77,22,,4,3,0,72
4561,232,57,1,,5,2,0,72
4562,232,14,1,,6,1,0,71
4563,232,44,27,,7,0,0,71
4564,232,84,17,,8,0,0,71
4565,232,22,17,,9,0,0,71
4566,232,63,25,,10,0,0,70
4567,232,73,29,,11,0,0,69
4568,232,83,18,,12,0,0,69
4569,232,65,15,,0,0,0,70
4570,232,49,15,,0,0,0,56
4571,232,79,25,,0,0,0,33
4572,232,69,28,,0,0,0,29
4573,232,64,27,,0,0,0,28
4574,232,50,29,,0,0,0,10
4575,232,56,6,,0,0,0,5
4576,232,21,18,,0,0,0,2
4577,232,85,28,,0,0,0,2
4578,232,30,6,,0,0,0,0
4579,233,35,3,,1,10,0,61
4580,233,77,22,,2,6,0,61
4581,233,57,1,,3,4,0,61
4582,233,22,17,,4,3,0,61
4583,233,14,1,,5,2,0,61
4584,233,84,17,,6,1,0,60
4585,233,63,25,,7,0,0,60
4586,233,49,15,,8,0,0,60
4587,233,65,15,,9,0,0,60
4588,233,50,29,,10,0,0,60
4589,233,21,18,,11,0,0,59
4590,233,55,22,,0,0,0,44
4591,233,44,27,,0,0,0,40
4592,233,64,27,,0,0,0,38
4593,233,71,3,,0,0,0,26
4594,233,83,18,,0,0,0,21
4595,233,73,29,,0,0,0,13
4596,233,79,25,,0,0,0,12
4597,233,56,6,,0,0,0,5
4598,233,30,6,,0,0,0,3
4599,233,85,28,,0,0,0,0
4600,233,69,28,,0,0,0,0
4601,234,71,3,,1,10,0,45
4602,234,55,22,,2,6,0,45
4603,234,35,3,,3,4,0,45
4604,234,30,6,,4,3,0,45
4605,234,14,1,,5,2,0,45
4606,234,22,17,,6,1,0,45
4607,234,44,27,,7,0,0,45
4608,234,49,15,,8,0,0,44
4609,234,63,25,,9,0,0,44
4610,234,84,17,,10,0,0,44
4611,234,73,29,,11,0,0,44
4612,234,83,18,,12,0,0,43
4613,234,77,22,,13,0,0,42
4614,234,56,6,,0,0,0,34
4615,234,65,15,,0,0,0,25
4616,234,64,27,,0,0,0,19
4617,234,79,25,,0,0,0,19
4618,234,57,1,,0,0,0,13
4619,234,50,29,,0,0,0,0
4620,234,86,18,,0,0,0,0
4621,235,35,3,,1,10,0,77
4622,235,71,3,,2,6,0,77
4623,235,55,22,,3,4,0,77
4624,235,57,1,,4,3,0,76
4625,235,44,27,,5,2,0,76
4626,235,22,17,,6,1,0,75
4627,235,79,25,,7,0,0,74
4628,235,73,29,,8,0,0,74
4629,235,30,6,,9,0,0,70
4630,235,86,18,,10,0,0,69
4631,235,77,22,,0,0,0,64
4632,235,49,15,,0,0,0,50
4633,235,65,15,,0,0,0,35
4634,235,56,6,,0,0,0,31
4635,235,83,18,,0,0,0,24
4636,235,14,1,,0,0,0,23
4637,235,50,29,,0,0,0,10
4638,235,84,17,,0,0,0,5
4639,235,64,27,,0,0,0,1
4640,235,63,25,,0,0,0,0
4641,236,30,6,,1,10,0,44
4642,236,35,3,,2,6,0,44
4643,236,57,1,,3,4,0,44
4644,236,55,22,,4,3,0,44
4645,236,71,3,,5,2,0,44
4646,236,77,22,,6,1,0,44
4647,236,63,25,,7,0,0,44
4648,236,79,25,,8,0,0,44
4649,236,73,29,,9,0,0,43
4650,236,83,18,,10,0,0,43
4651,236,14,1,,0,0,0,37
4652,236,84,17,,0,0,0,34
4653,236,56,6,,0,0,0,29
4654,236,22,17,,0,0,0,29
4655,236,64,27,,0,0,0,22
4656,236,50,29,,0,0,0,11
4657,236,49,15,,0,0,0,0
4658,236,65,15,,0,0,0,0
4659,236,44,27,,0,0,0,0
4660,236,86,18,,0,0,0,0
4661,237,30,6,,1,10,0,53
4662,237,55,22,,2,6,0,53
4663,237,57,1,,3,4,0,53
4664,237,84,17,,4,3,0,53
4665,237,22,17,,5,2,0,53
4666,237,64,27,,6,1,0,52
4667,237,35,3,,7,0,0,52
4668,237,50,29,,8,0,0,52
4669,237,65,15,,9,0,0,51
4670,237,79,25,,10,0,0,51
4671,237,73,29,,0,0,0,36
4672,237,56,6,,0,0,0,23
4673,237,83,18,,0,0,0,12
4674,237,63,25,,0,0,0,9
4675,237,49,15,,0,0,0,7
4676,237,71,3,,0,0,0,5
4677,237,86,18,,0,0,0,5
4678,237,77,22,,0,0,0,4
4679,237,44,27,,0,0,0,2
4680,237,14,1,,0,0,0,1
4681,238,35,3,,1,10,0,70
4682,238,71,3,,2,6,0,70
4683,238,30,6,,3,4,0,70
4684,238,55,22,,4,3,0,70
4685,238,56,6,,5,2,0,70
4686,238,77,22,,6,1,0,70
4687,238,49,15,,7,0,0,69
4688,238,65,15,,8,0,0,69
4689,238,84,17,,9,0,0,69
4690,238,44,27,,10,0,0,69
4691,238,63,25,,11,0,0,69
4692,238,79,25,,12,0,0,68
4693,238,14,1,,13,0,0,68
4694,238,73,29,,14,0,0,67
4695,238,86,18,,15,0,0,65
4696,238,83,18,,16,0,0,65
4697,238,57,1,,0,0,0,52
4698,238,50,29,,0,0,0,47
4699,238,64,27,,0,0,0,46
4700,238,22,17,,0,0,0,41
4701,239,71,3,,1,10,0,52
4702,239,30,6,,2,6,0,52
4703,239,57,1,,3,4,0,52
4704,239,77,22,,4,3,0,52
4705,239,84,17,,5,2,0,52
4706,239,49,15,,6,1,0,52
4707,239,44,27,,7,0,0,52
4708,239,14,1,,8,0,0,52
4709,239,22,17,,9,0,0,52
4710,239,65,15,,10,0,0,52
4711,239,50,29,,11,0,0,51
4712,239,83,18,,12,0,0,50
4713,239,73,29,,13,0,0,50
4714,239,56,6,,0,0,0,39
4715,239,79,25,,0,0,0,37
4716,239,35,3,,0,0,0,36
4717,239,63,25,,0,0,0,20
4718,239,64,27,,0,0,0,13
4719,239,55,22,,0,0,0,0
4720,239,86,18,,0,0,0,0
4721,240,30,22,2177,1,10,0,71
4722,240,14,3,2178,2,6,0,71
4723,240,77,6,2180,3,4,0,70
4724,240,57,1,2182,4,3,0,70
4725,240,55,6,2181,5,2,0,70
4726,240,87,1,2184,6,1,0,70
4727,240,63,25,2187,7,0,0,69
4728,240,88,27,2190,8,0,0,69
4729,240,85,30,2197,9,0,0,65
4730,240,64,28,2200,10,0,0,64
4731,240,81,29,2188,0,0,0,62
4732,240,89,29,2196,0,0,0,48
4733,240,69,18,2193,0,0,0,47
4734,240,90,28,2198,0,0,0,47
4735,240,91,15,2194,0,0,0,41
4736,240,71,3,2176,0,0,0,30
4737,240,65,22,2179,0,0,0,30
4738,240,92,30,2195,0,0,0,23
4739,240,22,17,2191,0,0,0,16
4740,240,50,31,2199,0,0,0,16
4741,240,79,25,2186,0,0,0,15
4742,240,56,17,2183,0,0,0,15
4743,240,93,31,2201,0,0,0,12
4744,240,49,15,2189,0,0,0,10
4745,240,44,27,2185,0,0,0,0
4746,240,94,18,2192,0,0,0,0
4747,241,71,3,2203,1,10,0,72
4748,241,55,6,2207,2,6,0,72
4749,241,30,22,2204,3,4,0,72
4750,241,65,22,2212,4,3,0,71
4751,241,49,15,2210,5,2,0,70
4752,241,77,6,2209,6,1,0,70
4753,241,44,27,2219,7,0,0,70
4754,241,79,25,2216,8,0,0,69
4755,241,93,31,2221,9,0,0,68
4756,241,64,28,2226,0,0,0,63
4757,241,90,28,2225,0,0,0,63
4758,241,63,25,2208,0,0,0,48
4759,241,88,27,2220,0,0,0,47
4760,241,94,18,2217,0,0,0,44
4761,241,81,29,2213,0,0,0,43
4762,241,89,29,2227,0,0,0,40
4763,241,22,17,2211,0,0,0,33
4764,241,50,31,2215,0,0,0,23
4765,241,14,3,2202,0,0,0,16
4766,241,87,1,2218,0,0,0,9
4767,241,56,17,2205,0,0,0,6
4768,241,85,30,2223,0,0,0,1
4769,241,57,1,2206,0,0,0,0
4770,241,92,30,2224,0,0,0,0
4771,241,91,15,2222,0,0,0,0
4772,241,69,18,2214,0,0,0,0
4773,242,71,3,2231,1,10,0,63
4774,242,55,6,2232,2,6,0,63
4775,242,77,6,2229,3,4,0,63
4776,242,14,3,2230,4,3,0,63
4777,242,57,1,2233,5,2,0,62
4778,242,49,15,2241,6,1,0,62
4779,242,65,22,2235,7,0,0,61
4780,242,56,17,2234,8,0,0,61
4781,242,44,27,2239,9,0,0,61
4782,242,95,1,2236,10,0,0,61
4783,242,88,27,2243,11,0,0,60
4784,242,94,18,2245,12,0,0,59
4785,242,81,29,2238,13,0,0,59
4786,242,69,18,2247,14,0,0,59
4787,242,64,28,2253,0,0,0,56
4788,242,90,28,2252,0,0,0,56
4789,242,91,15,2248,0,0,0,43
4790,242,92,30,2249,0,0,0,36
4791,242,93,31,2250,0,0,0,35
4792,242,22,17,2237,0,0,0,31
4793,242,79,25,2242,0,0,0,23
4794,242,63,25,2240,0,0,0,19
4795,242,85,30,2251,0,0,0,15
4796,242,50,31,2244,0,0,0,14
4797,242,89,29,2246,0,0,0,12
4798,242,30,22,2228,0,0,0,10
4799,243,30,22,2254,1,10,0,65
4800,243,65,22,2260,2,6,0,65
4801,243,77,6,2256,3,4,0,65
4802,243,71,3,2258,4,3,0,65
4803,243,56,17,2259,5,2,0,64
4804,243,44,27,2268,6,1,0,64
4805,243,22,17,2261,7,0,0,64
4806,243,49,15,2265,8,0,0,64
4807,243,84,27,2264,9,0,0,64
4808,243,63,25,2266,10,0,0,64
4809,243,81,29,2267,11,0,0,63
4810,243,50,31,2269,12,0,0,63
4811,243,91,15,2273,13,0,0,63
4812,243,94,18,2272,14,0,0,62
4813,243,93,31,2275,15,0,0,61
4814,243,79,25,2270,0,0,0,56
4815,243,14,3,2257,0,0,0,54
4816,243,57,1,2262,0,0,0,53
4817,243,89,29,2271,0,0,0,43
4818,243,92,30,2277,0,0,0,43
4819,243,90,28,2278,0,0,0,39
4820,243,55,6,2255,0,0,0,25
4821,243,69,18,2274,0,0,0,21
4822,243,95,1,2263,0,0,0,18
4823,243,64,28,2279,0,0,0,17
4824,243,85,30,2276,0,0,0,0
4825,244,30,22,2281,1,10,0,78
4826,244,71,3,2280,2,6,0,78
4827,244,77,6,2283,3,4,0,78
4828,244,65,22,2286,4,3,0,77
4829,244,87,1,2289,5,2,0,77
4830,244,49,15,2293,6,1,0,76
4831,244,94,18,2297,7,0,0,76
4832,244,96,15,2298,8,0,0,74
4833,244,81,29,2292,9,0,0,74
4834,244,64,28,2301,10,0,0,72
4835,244,69,18,2295,0,0,0,68
4836,244,44,27,2291,0,0,0,65
4837,244,63,25,2296,0,0,0,63
4838,244,22,17,2290,0,0,0,60
4839,244,92,30,2300,0,0,0,42
4840,244,55,6,2284,0,0,0,41
4841,244,84,27,2287,0,0,0,40
4842,244,89,29,2305,0,0,0,27
4843,244,79,25,2294,0,0,0,26
4844,244,85,30,2304,0,0,0,23
4845,244,56,17,2288,0,0,0,22
4846,244,14,3,2282,0,0,0,16
4847,244,90,28,2303,0,0,0,9
4848,244,57,1,2285,0,0,0,8
4849,244,50,31,2302,0,0,0,0
4850,244,93,31,2299,0,0,0,0
4851,245,55,6,2310,1,10,0,68
4852,245,22,17,2314,2,6,0,68
4853,245,56,17,2313,3,4,0,68
4854,245,44,27,2316,4,3,0,68
4855,245,30,22,2306,5,2,0,68
4856,245,81,29,2318,6,1,0,67
4857,245,63,25,2320,7,0,0,67
4858,245,69,18,2324,8,0,0,67
4859,245,89,29,2327,9,0,0,66
4860,245,84,27,2319,10,0,0,61
4861,245,77,6,2309,11,0,0,61
4862,245,94,18,2322,0,0,0,60
4863,245,90,28,2328,0,0,0,54
4864,245,71,3,2307,0,0,0,50
4865,245,87,1,2315,0,0,0,47
4866,245,79,25,2321,0,0,0,42
4867,245,92,30,2325,0,0,0,36
4868,245,49,15,2317,0,0,0,26
4869,245,64,28,2329,0,0,0,26
4870,245,96,15,2323,0,0,0,19
4871,245,85,30,2326,0,0,0,5
4872,245,14,3,2308,0,0,0,1
4873,245,65,22,2311,0,0,0,0
4874,245,57,1,2312,0,0,0,0
4875,246,30,22,2331,1,10,0,72
4876,246,71,3,2330,2,6,0,72
4877,246,14,3,2332,3,4,0,72
4878,246,84,27,2338,4,3,0,72
4879,246,55,6,2333,5,2,0,72
4880,246,22,17,2334,6,1,0,71
4881,246,57,1,2337,7,0,0,71
4882,246,44,27,2335,8,0,0,71
4883,246,56,17,2340,9,0,0,71
4884,246,49,15,2341,10,0,0,71
4885,246,87,1,2342,11,0,0,70
4886,246,77,6,2336,12,0,0,70
4887,246,69,18,2346,13,0,0,69
4888,246,81,29,2345,14,0,0,69
4889,246,63,25,2343,15,0,0,69
4890,246,90,28,2353,16,0,0,66
4891,246,85,30,2350,0,0,0,62
4892,246,96,15,2344,0,0,0,48
4893,246,92,30,2351,0,0,0,24
4894,246,94,18,2349,0,0,0,23
4895,246,65,22,2339,0,0,0,2
4896,246,89,29,2347,0,0,0,0
4897,246,79,25,2348,0,0,0,0
4898,246,64,28,2352,0,0,0,0
4899,247,65,22,2358,1,10,0,61
4900,247,55,6,2359,2,6,0,61
4901,247,14,3,2356,3,4,0,61
4902,247,44,27,2366,4,3,0,61
4903,247,87,1,2363,5,2,0,61
4904,247,49,15,2365,6,1,0,60
4905,247,94,18,2368,7,0,0,60
4906,247,63,25,2376,8,0,0,60
4907,247,96,15,2369,9,0,0,60
4908,247,69,18,2371,10,0,0,60
4909,247,22,17,2362,11,0,0,59
4910,247,92,30,2374,12,0,0,58
4911,247,90,28,2375,0,0,0,48
4912,247,30,22,2355,0,0,0,45
4913,247,71,3,2354,0,0,0,45
4914,247,97,29,2370,0,0,0,28
4915,247,79,25,2367,0,0,0,22
4916,247,85,30,2377,0,0,0,21
4917,247,57,1,2361,0,0,0,20
4918,247,77,6,2357,0,0,0,20
4919,247,84,27,2364,0,0,0,16
4920,247,89,29,2372,0,0,0,16
4921,247,64,28,2373,0,0,0,13
4922,247,56,17,2360,0,0,0,2
4923,248,30,22,2379,1,10,0,45
4924,248,14,3,2380,2,6,0,45
4925,248,77,6,2381,3,4,0,45
4926,248,65,22,2386,4,3,0,45
4927,248,96,15,2391,5,2,0,44
4928,248,88,27,2395,6,1,0,44
4929,248,79,25,2394,7,0,0,44
4930,248,85,30,2400,8,0,0,42
4931,248,56,17,2383,9,0,0,41
4932,248,57,1,2384,0,0,0,33
4933,248,49,15,2388,0,0,0,32
4934,248,69,18,2393,0,0,0,28
4935,248,86,30,2401,0,0,0,27
4936,248,90,28,2399,0,0,0,27
4937,248,22,17,2382,0,0,0,20
4938,248,87,1,2385,0,0,0,17
4939,248,44,27,2389,0,0,0,13
4940,248,55,6,2387,0,0,0,12
4941,248,94,18,2397,0,0,0,11
4942,248,89,29,2396,0,0,0,9
4943,248,64,28,2398,0,0,0,8
4944,248,71,3,2378,0,0,0,1
4945,248,63,25,2390,0,0,0,0
4946,248,97,29,2392,0,0,0,0
4947,249,71,3,2402,1,10,0,77
4948,249,14,3,2403,2,6,0,77
4949,249,77,6,2405,3,4,0,76
4950,249,65,22,2410,4,3,0,76
4951,249,49,15,2412,5,2,0,76
4952,249,44,27,2411,6,1,0,76
4953,249,22,17,2415,7,0,0,76
4954,249,69,18,2413,8,0,0,75
4955,249,83,18,2416,9,0,0,74
4956,249,96,15,2420,10,0,0,74
4957,249,30,22,2404,11,0,0,73
4958,249,85,30,2423,12,0,0,73
4959,249,56,17,2408,0,0,0,70
4960,249,84,27,2409,0,0,0,67
4961,249,63,25,2417,0,0,0,58
4962,249,87,1,2414,0,0,0,54
4963,249,79,25,2418,0,0,0,46
4964,249,97,29,2421,0,0,0,45
4965,249,55,6,2407,0,0,0,42
4966,249,64,28,2424,0,0,0,32
4967,249,89,29,2419,0,0,0,13
4968,249,90,28,2422,0,0,0,8
4969,249,86,30,2425,0,0,0,5
4970,249,57,1,2406,0,0,0,3
4971,250,30,22,2441,1,10,0,44
4972,250,71,3,2433,2,6,0,44
4973,250,84,27,2438,3,4,0,44
4974,250,49,15,2435,4,3,0,44
4975,250,87,1,2431,5,2,0,44
4976,250,22,17,2437,6,1,0,44
4977,250,65,22,2429,7,0,0,44
4978,250,63,25,2436,8,0,0,44
4979,250,44,27,2434,9,0,0,44
4980,250,83,18,2442,10,0,0,44
4981,250,96,15,2439,11,0,0,43
4982,250,89,29,2443,12,0,0,43
4983,250,64,28,2449,13,0,0,42
4984,250,90,28,2447,14,0,0,42
4985,250,79,25,2440,0,0,0,28
4986,250,86,30,2448,0,0,0,27
4987,250,69,18,2444,0,0,0,23
4988,250,77,6,2426,0,0,0,22
4989,250,56,17,2432,0,0,0,21
4990,250,97,29,2445,0,0,0,20
4991,250,85,30,2446,0,0,0,18
4992,250,14,3,2430,0,0,0,13
4993,250,55,6,2427,0,0,0,4
4994,250,57,1,2428,0,0,0,1
4995,251,65,22,2457,1,10,0,53
4996,251,57,1,2456,2,6,0,53
4997,251,49,15,2459,3,4,0,53
4998,251,87,1,2458,4,3,0,53
4999,251,63,25,2465,5,2,0,52
5000,251,96,15,2463,6,1,0,52
5001,251,97,29,2464,7,0,0,52
5002,251,89,29,2469,8,0,0,52
5003,251,64,28,2472,9,0,0,50
5004,251,79,25,2466,10,0,0,47
5005,251,55,6,2454,0,0,0,45
5006,251,22,17,2455,0,0,0,43
5007,251,56,17,2461,0,0,0,40
5008,251,77,6,2452,0,0,0,32
5009,251,69,18,2467,0,0,0,26
5010,251,30,22,2451,0,0,0,23
5011,251,71,3,2453,0,0,0,23
5012,251,44,27,2462,0,0,0,20
5013,251,14,3,2450,0,0,0,13
5014,251,84,27,2460,0,0,0,10
5015,251,86,30,2473,0,0,0,6
5016,251,83,18,2468,0,0,0,0
5017,251,85,30,2470,0,0,0,0
5018,251,90,28,2471,0,0,0,0
5019,252,14,3,2474,1,10,0,71
5020,252,30,22,2476,2,6,0,71
5021,252,71,3,2475,3,4,0,71
5022,252,77,6,2477,4,3,0,71
5023,252,55,6,2480,5,2,0,71
5024,252,49,15,2478,6,1,0,70
5025,252,65,22,2479,7,0,0,70
5026,252,84,27,2482,8,0,0,70
5027,252,87,1,2485,9,0,0,70
5028,252,56,17,2483,10,0,0,70
5029,252,22,17,2481,11,0,0,70
5030,252,96,15,2487,12,0,0,70
5031,252,63,25,2488,13,0,0,69
5032,252,69,18,2491,14,0,0,68
5033,252,89,29,2492,15,0,0,68
5034,252,64,28,2495,16,0,0,66
5035,252,90,28,2496,17,0,0,64
5036,252,85,30,2494,0,0,0,53
5037,252,57,1,2486,0,0,0,44
5038,252,98,30,2497,0,0,0,14
5039,252,44,27,2484,0,0,0,10
5040,252,83,18,2490,0,0,0,7
5041,252,79,25,2489,0,0,0,0
5042,252,97,29,2493,0,0,0,0
5043,253,30,22,2500,1,10,0,67
5044,253,55,6,2503,2,6,0,67
5045,253,14,3,2498,3,4,0,67
5046,253,22,17,2508,4,3,0,66
5047,253,65,22,2504,5,2,0,66
5048,253,56,17,2502,6,1,0,66
5049,253,84,27,2509,7,0,0,66
5050,253,57,1,2506,8,0,0,65
5051,253,83,18,2513,9,0,0,64
5052,253,63,25,2512,10,0,0,64
5053,253,69,18,2515,11,0,0,64
5054,253,97,29,2514,12,0,0,64
5055,253,64,28,2519,13,0,0,62
5056,253,99,25,2516,14,0,0,61
5057,253,98,30,2521,15,0,0,60
5058,253,71,3,2499,0,0,0,58
5059,253,85,30,2517,0,0,0,45
5060,253,96,15,2510,0,0,0,44
5061,253,77,6,2501,0,0,0,40
5062,253,90,28,2520,0,0,0,22
5063,253,49,15,2505,0,0,0,17
5064,253,44,27,2511,0,0,0,14
5065,253,87,1,2507,0,0,0,14
5066,253,89,29,2518,0,0,0,0
5067,254,30,22,2524,1,10,0,83
5068,254,14,3,2522,2,6,0,83
5069,254,71,3,2523,3,4,0,83
5070,254,77,6,2526,4,3,0,82
5071,254,55,6,2525,5,2,0,82
5072,254,65,22,2528,6,1,0,82
5073,254,49,15,2529,7,0,0,82
5074,254,44,27,2530,8,0,0,81
5075,254,87,1,2531,9,0,0,81
5076,254,76,1,2533,10,0,0,81
5077,254,56,17,2527,11,0,0,81
5078,254,63,25,2539,12,0,0,80
5079,254,83,18,2535,13,0,0,80
5080,254,79,25,2538,14,0,0,80
5081,254,69,18,2537,15,0,0,80
5082,254,90,28,2543,16,0,0,78
5083,254,64,28,2542,17,0,0,77
5084,254,22,17,2532,0,0,0,67
5085,254,81,29,2540,0,0,0,63
5086,254,89,29,2541,0,0,0,38
5087,254,85,30,2544,0,0,0,14
5088,254,88,27,2534,0,0,0,10
5089,254,96,15,2536,0,0,0,7
5090,254,92,30,2545,0,0,0,2
5091,255,30,22,2546,1,10,0,53
5092,255,57,1,2548,2,6,0,53
5093,255,65,22,2554,3,4,0,53
5094,255,56,17,2552,4,3,0,53
5095,255,44,27,2556,5,2,0,52
5096,255,63,25,2557,6,1,0,52
5097,255,87,1,2569,7,0,0,52
5098,255,49,15,2553,8,0,0,52
5099,255,69,18,2563,9,0,0,51
5100,255,91,15,2561,10,0,0,51
5101,255,83,18,2562,11,0,0,51
5102,255,89,29,2564,12,0,0,51
5103,255,71,3,2549,0,0,0,40
5104,255,14,3,2551,0,0,0,39
5105,255,64,28,2566,0,0,0,32
5106,255,55,6,2547,0,0,0,24
5107,255,85,30,2565,0,0,0,23
5108,255,77,6,2550,0,0,0,16
5109,255,22,17,2555,0,0,0,15
5110,255,79,25,2559,0,0,0,12
5111,255,92,30,2568,0,0,0,6
5112,255,90,28,2567,0,0,0,1
5113,255,81,29,2560,0,0,0,0
5114,255,88,27,2558,0,0,0,0
5115,256,71,3,2570,1,10,0,81
5116,256,44,27,2581,2,6,0,79
